name,maintainers,license,repository,repoName,urlWorks
@types/os-tmpdir,types,MIT,www.github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
validate-peer-dependencies,rwjblue scalvert,MIT,github.com/rwjblue/validate-peer-dependencies,validate-peer-dependencies,1
tsyringe,meltingmosaic xapphire13,MIT,github.com/Microsoft/tsyringe,tsyringe,1
from2-array,binocarlos,MIT,github.com/binocarlos/from2-array,from2-array,1
appium-chromedriver,jlipps imurchie dangraham nick.mokhnach umut.uzgur kazucocoa bootstraponline,Apache-2.0,github.com/appium/appium-chromedriver,appium-chromedriver,1
mobius1-selectr,mobius1,MIT,github.com/Mobius1/Selectr,Selectr,1
@types/diffie-hellman,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
intersect,juliangruber,MIT,github.com/juliangruber/intersect,intersect,1
radium,carbonrobot formidablelabs jmcbee1 mfulgham hartzis andyrichardson philpl kiraarghy michaelmerrill sarmeyer mariano-formidable carlospaelinck parkerziegler ryanisinallofus samwhale bmathews ryan.roemer paulathevalley thekenwheeler kylecesmat tptee formidable-owner ebrillhart jason.wilson mhink stefvhuynh chrisbolin eastridge exogen boygirl coopy kale-stew ianobermiller alexlande,MIT,github.com/formidablelabs/radium,radium,1
stylelint-no-unsupported-browser-features,ismay,MIT,github.com/ismay/stylelint-no-unsupported-browser-features,stylelint-no-unsupported-browser-features,1
ajax-request,douzi,ISC,github.com/douzi8/ajax-request,ajax-request,1
is-keyword-js,crissdev,MIT,github.com/crissdev/is-keyword-js,is-keyword-js,1
@transloadit/prettier-bytes,kvz goto-bus-stop arturi,MIT,github.com/transloadit/monolib,monolib,1
@types/stripe,types,MIT,NULL,NULL,-1
fuzzysearch,bevacqua,MIT,github.com/bevacqua/fuzzysearch,fuzzysearch,1
lodash.flowright,jdalton mathias phated,MIT,github.com/lodash/lodash,lodash,1
@types/sass-loader,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
@amplitude/types,blazzy rctbusk manthursday jackmccloy amp_haoliu myztiq curtisbliu jtran kelvin-lu nutwani,MIT,github.com/amplitude/Amplitude-Node,Amplitude-Node,1
jstat,trev.norris,NULL,github.com/jstat/jstat,jstat,1
detect-kerning,dfcreative,MIT,github.com/dy/detect-kerning,detect-kerning,1
read-yaml-file,zkochan,MIT,github.com/zkochan/packages/tree/master/read-yaml-file,read-yaml-file,1
exifr,mikekovarik,MIT,github.com/MikeKovarik/exifr,exifr,1
lex-parser,zaach,MIT,NULL,NULL,-1
blacklist,dcousens jedwatson,MIT,github.com/dcousens/blacklist,blacklist,1
ebnf-parser,zaach,MIT,github.com/zaach/ebnf-parser,ebnf-parser,1
babel-plugin-runtime,sebmck,MIT,github.com/babel-plugins/babel-plugin-runtime,babel-plugin-runtime,0
grpc-tools,murgatroid99 grpc-packages,NULL,github.com/grpc/grpc-node,grpc-node,1
babel-plugin-dead-code-elimination,sebmck,MIT,github.com/babel-plugins/babel-plugin-dead-code-elimination,babel-plugin-dead-code-elimination,0
babel-plugin-undefined-to-void,sebmck,MIT,github.com/babel-plugins/babel-plugin-undefined-to-void,babel-plugin-undefined-to-void,0
babel-plugin-inline-environment-variables,sebmck,MIT,github.com/babel-plugins/babel-plugin-inline-environment-variables,babel-plugin-inline-environment-variables,0
migrate-mongo,seppevs,MIT,github.com/seppevs/migrate-mongo,migrate-mongo,1
babel-plugin-remove-console,sebmck,MIT,github.com/babel-plugins/babel-plugin-remove-console,babel-plugin-remove-console,0
babel-plugin-property-literals,sebmck,MIT,github.com/babel-plugins/babel-plugin-property-literals,babel-plugin-property-literals,0
babel-plugin-jscript,sebmck,MIT,github.com/babel-plugins/babel-plugin-jscript,babel-plugin-jscript,0
@svgr/cli,neoziro,MIT,github.com/gregberge/svgr/tree/master/packages/cli,cli,1
babel-plugin-eval,sebmck,MIT,github.com/babel-plugins/babel-plugin-eval,babel-plugin-eval,0
babel-plugin-member-expression-literals,sebmck,MIT,github.com/babel-plugins/babel-plugin-member-expression-literals,babel-plugin-member-expression-literals,0
babel-plugin-constant-folding,sebmck,MIT,github.com/babel-plugins/babel-plugin-constant-folding,babel-plugin-constant-folding,0
babel-plugin-remove-debugger,sebmck,MIT,github.com/babel-plugins/babel-plugin-remove-debugger,babel-plugin-remove-debugger,0
babel-plugin-react-constant-elements,sebmck,MIT,github.com/babel-plugins/babel-plugin-react-constant-elements,babel-plugin-react-constant-elements,0
babel-plugin-proto-to-assign,sebmck,MIT,github.com/babel-plugins/babel-plugin-proto-to-assign,babel-plugin-proto-to-assign,0
@types/express-http-proxy,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
vega-typings,jheer domoritz kanitw pelotom,BSD-3-Clause,github.com/vega/vega,vega,1
koa-etag,aheckmann coderhaoxin niftylettuce juliangruber eivifj dead_horse tjholowaychuk jongleberry fengmk2,MIT,github.com/koajs/etag,etag,1
cypress-xpath,cypress-npm-publisher,MIT,github.com/cypress-io/cypress-xpath,cypress-xpath,1
@types/has-ansi,types,MIT,www.github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
@ag-grid-community/client-side-row-model,ceolter seanlandsman rmc.software,MIT,github.com/ag-grid/ag-grid,ag-grid,1
base64-img,douzi,ISC,github.com/douzi8/base64-img,base64-img,1
cypress-axe,sapegin avanslaars,MIT,github.com/component-driven/cypress-axe,cypress-axe,1
leaflet.markercluster,mourner danzel ykzeng,MIT,github.com/Leaflet/Leaflet.markercluster,Leaflet.markercluster,1
react-joyride,gilbarbara,MIT,github.com/gilbarbara/react-joyride,react-joyride,1
@types/object.getownpropertydescriptors,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
datatables.net-dt,datatables,MIT,github.com/DataTables/Dist-DataTables-DataTables,Dist-DataTables-DataTables,1
tunnel-ssh,agebrock,MIT,github.com/agebrock/tunnel-ssh,tunnel-ssh,1
@types/sockjs,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
pngjs-nozlib,mikolalysenko,MIT,github.com/lukeapage/pngjs2,pngjs2,1
geckodriver,vladikoff,MPL-2.0,github.com/vladikoff/node-geckodriver,node-geckodriver,1
react-svg,tanem,MIT,github.com/tanem/react-svg,react-svg,1
tiptap-extensions,philippkuehn,MIT,github.com/ueberdosis/tiptap,tiptap,1
@types/commander,types,MIT,NULL,NULL,-1
natural-compare-lite,lauriro,MIT,github.com/litejs/natural-compare-lite,natural-compare-lite,1
astring,davidbonnet,MIT,github.com/davidbonnet/astring,astring,1
@lerna/batch-packages,evocateur hzoo,MIT,github.com/lerna/lerna,lerna,1
@types/requires-port,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
reactjs-popup,yjose,MIT,github.com/yjose/reactjs-popup,reactjs-popup,1
@types/csso,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
country-list,fannarsh,MIT,github.com/fannarsh/country-list,country-list,1
lodash._arraypool,jdalton kitcambridge mathias phated,MIT,github.com/lodash/lodash-cli,lodash-cli,1
@pulumi/pulumi,joeduffy pulumi-bot,Apache-2.0,github.com/pulumi/pulumi,pulumi,1
lodash._maxpoolsize,jdalton kitcambridge mathias phated,MIT,github.com/lodash/lodash-cli,lodash-cli,1
@reach/tooltip,ryanflorence mjackson chancestrickland blainekasten,MIT,github.com/reach/reach-ui,reach-ui,1
papi,silas,MIT,github.com/silas/node-papi,node-papi,1
@material/elevation,material-admin abhiomkar azakus bicknellr bwobrien lynnjepsen acdvorak kfranqueiro aprigogin patrickrodee bonniez moog16 williamernest aomarks emarquez allanchen esgonzalez asyncliz candysonya ssuarez taylorv,MIT,github.com/material-components/material-components-web,material-components-web,1
lodash._releasearray,jdalton kitcambridge mathias phated,MIT,github.com/lodash/lodash-cli,lodash-cli,1
remove-markdown,stiang,MIT,github.com/stiang/remove-markdown,remove-markdown,1
lodash._getarray,jdalton kitcambridge mathias phated,MIT,github.com/lodash/lodash-cli,lodash-cli,1
mersenne,jwatte,BSD-3-Clause,NULL,NULL,-1
@lhci/utils,paulirish patrickhulce,Apache-2.0,github.com/GoogleChrome/lighthouse-ci,lighthouse-ci,1
@google-cloud/common-grpc,google-wombot,Apache-2.0,github.com/googleapis/nodejs-common-grpc,nodejs-common-grpc,1
browserslist-useragent,pastelsky,MIT,github.com/pastelsky/browserslist-useragent,browserslist-useragent,1
is-equal,ljharb substack,MIT,github.com/inspect-js/is-equal,is-equal,1
parallel-webpack,eyalaman pago,BSD-3-Clause,github.com/trivago/parallel-webpack,parallel-webpack,1
@lerna/run-parallel-batches,evocateur hzoo,MIT,github.com/lerna/lerna,lerna,1
graphql-transformer-core,mlabieniec elorzafe kaustavghosh06,Apache-2.0,github.com/aws-amplify/amplify-cli,amplify-cli,1
pvutils,peculiarventures yury.strozhevsky,MIT,github.com/PeculiarVentures/pvutils,pvutils,1
@akryum/winattr,akryum,MIT,github.com/Akryum/winattr,winattr,1
errs,indexzero,NULL,github.com/indexzero/errs,errs,1
grunt-shell,sindresorhus,MIT,github.com/sindresorhus/grunt-shell,grunt-shell,1
rollup-plugin-local-resolve,stoney,MIT,github.com/frostney/rollup-plugin-local-resolve,rollup-plugin-local-resolve,1
file-size,nijikokun,MIT,github.com/Nijikokun/file-size,file-size,1
graphql-mapping-template,mlabieniec elorzafe kaustavghosh06,Apache-2.0,github.com/aws-amplify/amplify-cli,amplify-cli,1
@lhci/cli,paulirish patrickhulce,Apache-2.0,github.com/GoogleChrome/lighthouse-ci,lighthouse-ci,1
swagger-ui,swagger-api fehguy kyleshockey,Apache-2.0,github.com/swagger-api/swagger-ui,swagger-ui,1
apollo-server-lambda,apollo-bot,MIT,github.com/apollographql/apollo-server,apollo-server,1
@emotion/primitives-core,andarist emotion-release-bot tkh44 mitchellhamilton,MIT,github.com/emotion-js/emotion/tree/master/packages/primitives-core,primitives-core,1
gulp-debug,sindresorhus,MIT,github.com/sindresorhus/gulp-debug,gulp-debug,1
parse-repo,dgoguerra,MIT,github.com/dgoguerra/parse-repo,parse-repo,1
@types/filesystem,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
xml2json,buglabs c4milo,MIT,github.com/buglabs/node-xml2json,node-xml2json,1
@types/create-hmac,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
s3,superjoe,MIT,github.com/andrewrk/node-s3-client,node-s3-client,1
@emotion/native,andarist emotion-release-bot tkh44 mitchellhamilton,MIT,github.com/emotion-js/emotion/tree/master/packages/native,native,1
fs-promise,kevinbeaty,MIT,github.com/kevinbeaty/fs-promise,fs-promise,1
regexparam,lukeed,MIT,github.com/lukeed/regexparam,regexparam,1
@react-native-firebase/messaging,salakar ehesp mikehardy rusticman,Apache-2.0,github.com/invertase/react-native-firebase/tree/master/packages/messaging,messaging,1
art-template,aui,MIT,github.com/aui/art-template,art-template,1
sendgrid,siyegen motdotla eddiezane elbuo8 partkyle theycallmeswift scottmotte nquinlan mkbernier thinkingserious,MIT,github.com/sendgrid/sendgrid-nodejs,sendgrid-nodejs,1
@types/jqueryui,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
@types/lodash.isobject,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
digest-header,fengmk2,MIT,github.com/fengmk2/digest-header,digest-header,1
@types/write-file-atomic,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
gatsby-plugin-netlify,rachelbahl dschau jamo kylemathews pieh sidharthachatterjee wardpeet vladar tylerbarnes ascorbic fk smthomas lekoarts laurieontech freiksenet monastic.panic m-allanson moocar,MIT,github.com/gatsbyjs/gatsby,gatsby,1
react-tiny-virtual-list,clauderic,MIT,github.com/clauderic/react-tiny-virtual-list,react-tiny-virtual-list,1
jison-lex,zaach,NULL,github.com/zaach/jison-lex,jison-lex,1
fp-and-or,raine,ISC,NULL,NULL,-1
@types/qunit,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
mailcheck,aseemk dko weilu,NULL,github.com/mailcheck/mailcheck,mailcheck,1
@types/ember__array,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
expo-pwa,ide brentvatne ccheever evanbacon quinlanj esamelson fson expoadmin mczernek charliecruzan tsapeta sjchmiela dsokal tcdavis exponent wschurman bbarthec jkhales ijzerenhein wkozyra bycedric nikki93 lukmccall jonsamp,MIT,github.com/expo/expo-cli,expo-cli,1
pug-plain-loader,yyx990803 soda,MIT,github.com/yyx990803/pug-plain-loader,pug-plain-loader,1
@types/filewriter,types,MIT,www.github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
@types/ember__string,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
@types/type-check,types,MIT,www.github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
es6-mapify,jlipps,Apache-2.0,github.com/jlipps/mapify,mapify,1
picomodal,nycto,MIT,github.com/Nycto/PicoModal,PicoModal,1
@types/swagger-schema-official,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
react-from-dom,gilbarbara,MIT,github.com/gilbarbara/react-from-dom,react-from-dom,1
tinycolor,einaros,NULL,github.com/einaros/tinycolor,tinycolor,1
react-use-measure,drcmda,MIT,NULL,NULL,-1
dotenv-flow,kerimdzhanov,MIT,github.com/kerimdzhanov/dotenv-flow,dotenv-flow,1
react-bootstrap-typeahead,ericgio,MIT,github.com/ericgio/react-bootstrap-typeahead,react-bootstrap-typeahead,1
@amplitude/utils,kelson.warner hao.yu rctbusk manthursday jackmccloy amp_haoliu myztiq curtisbliu jtran kelvin-lu nutwani,MIT,github.com/amplitude/Amplitude-Node,Amplitude-Node,1
big-number,alexbardas,MIT,github.com/alexbardas/bignumber.js,bignumber.js,1
babel-plugin-transform-typescript-metadata,leonardfactory,MIT,github.com/leonardfactory/babel-plugin-transform-typescript-metadata,babel-plugin-transform-typescript-metadata,1
js-polyfills,inexorabletash,(Unlicens,github.com/inexorabletash/polyfill,polyfill,1
collect-all,75lb,MIT,github.com/75lb/collect-all,collect-all,1
@nivo/bar,wyze plouc,MIT,github.com/plouc/nivo,nivo,1
extendr,balupton bevryme,MIT,github.com/bevry/extendr,extendr,1
vega-scenegraph,jheer arvindsatya1,BSD-3-Clause,github.com/vega/vega,vega,1
heroku-cli-util,dhaulagiri dickeyxxx elbandito itops rasphilco,ISC,github.com/heroku/heroku-cli-util,heroku-cli-util,1
ts-md5,stakach,MIT,github.com/cotag/ts-md5,ts-md5,1
react-treebeard,alexcurtis michaeldeboey ndelangen pksunkara shilman,MIT,github.com/storybooks/react-treebeard,react-treebeard,1
@nuxt/typescript-runtime,atinux pi0 clarkdo kevinmarrec,MIT,github.com/nuxt/typescript,typescript,1
typescript-json-schema,domoritz yousefed,NULL,github.com/YousefED/typescript-json-schema,typescript-json-schema,1
@types/iferr,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
@carbon/icon-helpers,tay1orjones andreancardona carbon-design-system joshblack carbon-bot tjegan alisonjoseph adavila shinytoyrobots asudoh magedhennawy leechase vpicone dakahn jnm2377 jeffreychew simonfinney sstrubberg annawen emyarod,Apache-2.0,github.com/carbon-design-system/carbon,carbon,1
celebrate,arb,MIT,github.com/arb/celebrate,celebrate,1
appium-webdriveragent,jlipps imurchie dangraham nick.mokhnach umut.uzgur kazucocoa,Apache-2.0,github.com/appium/WebDriverAgent,WebDriverAgent,1
json-schema-compare,mokkabonna,MIT,github.com/mokkabonna/json-schema-compare,json-schema-compare,1
@aws-cdk/aws-appsync,eladb romainmuller amzn-oss rix0rrr aws-cdk-team,Apache-2.0,github.com/aws/aws-cdk,aws-cdk,1
grpc-gcp,google-wombot,Apache-2.0,github.com/GoogleCloudPlatform/grpc-gcp-node,grpc-gcp-node,1
ag-grid-angular,ceolter seanlandsman alberto.gutierrez rmc.software,MIT,NULL,NULL,-1
@types/qrcode.react,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
twilio-sync,twilio-ci,MIT,NULL,NULL,-1
@types/storybook__addon-knobs,types,NULL,github.com/storybooks/storybook,storybook,1
@types/shell-quote,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
tti-polyfill,philipwalton,Apache-2.0,github.com/GoogleChrome/tti-polyfill,tti-polyfill,1
rcedit,electron electron-cfa,MIT,github.com/electron/node-rcedit,node-rcedit,1
react-floater,gilbarbara,MIT,github.com/gilbarbara/react-floater,react-floater,1
feed,jpmonette,MIT,github.com/jpmonette/feed,feed,1
@babel/preset-stage-0,danez developit existentialism hzoo loganfsmyth nicolo-ribaudo,MIT,github.com/babel/babel/tree/master/packages/babel-preset-stage-0,babel-preset-stage-0,0
azurite,xiaonli edwin-huber vinjiang weiwei0430,MIT,github.com/azure/azurite,azurite,1
@types/scheduler,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
schema-dts,google-wombot,Apache-2.0,github.com/google/schema-dts,schema-dts,1
babel-plugin-angularjs-annotate,schmod,MIT,github.com/schmod/babel-plugin-angularjs-annotate,babel-plugin-angularjs-annotate,1
@types/stream-shift,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
@expo/babel-preset-cli,mczernek ide bbarthec wkozyra dsokal tsapeta sjchmiela bycedric ijzerenhein jkhales wschurman exponent tcdavis charliecruzan expoadmin fson esamelson quinlanj evanbacon ccheever brentvatne,MIT,github.com/expo/expo-cli,expo-cli,1
puppeteer-extra-plugin,berstend,MIT,github.com/berstend/puppeteer-extra,puppeteer-extra,1
@google-cloud/logging-winston,google-wombot,Apache-2.0,github.com/googleapis/nodejs-logging-winston,nodejs-logging-winston,1
@types/jest-axe,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
react-dropdown,fraserxu,MIT,github.com/fraserxu/react-dropdown,react-dropdown,1
astw,substack zertosh,MIT,github.com/substack/astw,astw,1
jsep,leaverou smekkie soney,MIT,github.com/EricSmekens/jsep,jsep,1
@types/istanbul-lib-instrument,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
vue-axios,imcvampire,MIT,github.com/imcvampire/vue-axios,vue-axios,1
gatsby-plugin-react-svg,jacobmischka,MIT,github.com/jacobmischka/gatsby-plugin-react-svg,gatsby-plugin-react-svg,1
phoenix,chrismccord josevalim,MIT,github.com/phoenixframework/phoenix,phoenix,1
vega-scale,jheer,BSD-3-Clause,github.com/vega/vega,vega,1
add-asset-html-webpack-plugin,simenb,MIT,github.com/SimenB/add-asset-html-webpack-plugin,add-asset-html-webpack-plugin,1
bson-objectid,niftylettuce williamkapke,Apache-2.0,github.com/williamkapke/bson-objectid,bson-objectid,1
vinyl-bufferstream,shinnn,NULL,github.com/shinnn/vinyl-bufferstream,vinyl-bufferstream,1
lambda-local,ashiina gpotter2,MIT,github.com/ashiina/lambda-local,lambda-local,1
@tinymce/tinymce-react,ephox tinymce,Apache-2.0,github.com/tinymce/tinymce-react,tinymce-react,1
@tanem/svg-injector,tanem,MIT,github.com/tanem/svg-injector,svg-injector,1
vue-lazyload,imawe,MIT,github.com/hilongjw/vue-lazyload,vue-lazyload,1
@use-it/event-listener,donavon,MIT,github.com/donavon/use-event-listener,use-event-listener,1
@types/hex-color-regex,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
ngx-device-detector,ahsanayaz,NULL,NULL,NULL,-1
@types/webidl-conversions,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
zenscroll,zengabor,Unlicense,github.com/zengabor/zenscroll,zenscroll,1
cordova-plugin-whitelist,anis bowserj brodybits cordovaowner csantanapr dpogue erisu filmaj jcesarmobile macdonst purplecabbage shazron stevegill sujan12 surajpindoria,Apache-2.0,github.com/apache/cordova-plugin-whitelist,cordova-plugin-whitelist,1
froala-editor,froala,https://www.froala.com/wysiwyg-editor/pricing,github.com/froala/wysiwyg-editor-release,wysiwyg-editor-release,1
@google-cloud/secret-manager,ofrobots google-wombot google-admin soldair,Apache-2.0,github.com/googleapis/nodejs-secret-manager,nodejs-secret-manager,1
outdent,cspotcode,MIT,github.com/cspotcode/outdent,outdent,1
@plotly/d3-sankey-circular,jody_plotly byronz matthew_plotly shammamah xhlu maxkfranz archmoj marivet wilzbach jmmease jackparmer chriddyp etpinard verazabeida bpostlethwaite alexcjohnson nicolaskruchten andrefarzat antrg,MIT,github.com/plotly/d3-sankey-circular,d3-sankey-circular,1
maxstache,yoshuawuyts,MIT,github.com/yoshuawuyts/maxstache,maxstache,1
@types/react-instantsearch-core,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
jison,zaach,MIT,github.com/zaach/jison,jison,1
prismic-helpers,arnaudlewis sre,ISC,github.com/prismicio/prismic-helpers,prismic-helpers,1
lynx,dscape lloyd,NULL,github.com/dscape/lynx,lynx,1
